Name, Total Sales , Adult-Use Sales , Medical Sales ,Address,City,State,Zip,Month,Year,
575 CANNABIS LLC- RETAIL 305 S COUNTY LINE,305 S County Line Dr,Chaparral,NM,88081,$514.82,"$7,466.33","$7,981.15",December,2025,
APOGEE THERAPEUTICS LLC - RETAIL,1769 Victory Ln,Sunland Park,NM,88063,"$2,465.55","$37,397.27","$39,862.82",December,2025,
AREA 54 DISPENSARY LLC- ANGELINA BLVD RETAIL,764 Angelina blvd,Chaparral,NM,88081,"$3,198.10","$19,524.68","$22,722.78",December,2025,
ASTRO BUDS LLC - MCCOMBS RD RETAIL,308 McCombs Rd Spc 2,Chaparral,NM,88081,"$10,230.49","$165,699.40","$175,929.89",December,2025,
BESOS LLC/ RETAIL FUTURITY DR,1805 Futurity Dr,Sunland Park,NM,88603,"$1,398.03","$43,056.97","$44,455.00",December,2025,
BLUE WHALE SUNLAND - APPALOOSA ST RETAIL,1500 Appaloosa St Suite B,Sunland Park,NM,88063,"$41,395.49","$647,866.18","$689,261.67",December,2025,
"CHADCOR HOLDINGS NM, LLC",1615 Appaloosa Dr,Sunland Park,NM,88063,"$41,599.49","$1,017,731.95","$1,059,331.44",December,2025,
CHADCOR HOLDINGS NM- RETAIL,1621 Appaloosa Dr,Sunland Park,NM,88063,"$11,760.95","$283,417.04","$295,177.99",December,2025,
DIABLO BUDS GROW 1 LLC - APPALOOSA STE 6,1925 Appaloosa Ste 6,Sunland Park,NM,88063,$6.00,"$9,627.22","$9,633.22",December,2025,
DISPENSARY NEAR ME SUNLAND PARK LLC- MCNUTT RETAIL/CONSUMPTION,1290 McNutt Rd,Sunland Park,NM,88063,"$4,527.01","$69,636.03","$74,163.04",December,2025,
EVEREST APOTHECARY,1580 Appaloosa Dr Ste 320,Sunland Park,NM,88063,"$3,739.26","$72,922.32","$76,661.58",December,2025,
FIELDS OF DREAMS - SUNLAND PARK RETAIL,159 Sunland Park Dr,Sunland Park,NM,88063,"$13,629.25","$1,266,953.79","$1,280,583.04",December,2025,
FRESHIES LLC/ RETAIL MCNUTT RD,5325 McNutt Rd,Santa Teresa,NM,88008,"$4,488.45","$46,061.79","$50,550.24",December,2025,
GANJIKA GARDENS LLC/ RETAIL RILEY WAY,1245 Riley Way,Chaparral,NM,88081,"$1,450.09","$18,569.00","$20,019.09",December,2025,
GARDEN OF DREAMS CANNABIS LLC,5300 Mcnutt Rd,Santa Teresa,NM,88008,"$2,153.70","$34,670.35","$36,824.05",December,2025,
"GREEN LABS CANNABIS COMPANY, LLC- DERBY RD RETAIL",245 Derby Rd,Sunland Park,NM,88063,$50.85,"$22,689.13","$22,739.98",December,2025,
"GREEN THERAPY DISPENSARY, LLC","460 County Line Drive, Space F",Chaparral,NM,88081,"$34,233.00","$510,508.11","$544,741.11",December,2025,
GROTH INDUSTRIES LLC - SCHNEBERGER DR RETIAL,140 Schneberger Dr,Chaparral,NM,88081,"$2,951.94","$31,501.15","$34,453.09",December,2025,
HI LIFE DISPENSARY LLC - MCNUTT RD - RETAIL,5620 McNutt Rd,Santa Teresa,NM,88008,"$6,587.45","$52,177.51","$58,764.96",December,2025,
HOUSE OF FLOWERS ON THE BORDER LLC - RETAIL,1042 State Line,Chapparal,NM,88081,"$5,660.40","$89,718.16","$95,378.56",December,2025,
J AND J LOAN COMPANY- MCNUTT RETAIL,1144 McNutt,Sunland Park,NM,88063,$750.50,"$52,265.89","$53,016.39",December,2025,
"KUSHOLOGY 101 LLC - OHARA RD, RETAIL",1600 E OHara Rd,Anthony,NM,88021,$375.46,"$12,877.26","$13,252.72",December,2025,
MEDD LLC - PALOMA BLANCA RETAIL,170 McCombs,Chaparral,NM,88081,"$2,987.03","$73,431.57","$76,418.60",December,2025,
"NEBRO, LLC",1999 Futurity Drive Unit A,Sunland Park,NM,88063,"$2,928.50","$85,655.16","$88,583.66",December,2025,
NEWBERRY FARMS LLC - MCNUTT RD. RETAIL,1845 McNutt Rd,Sunland Park,NM,88063,$159.53,"$5,837.38","$5,996.91",December,2025,
NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  SUNLAND PARK RETAIL,1155 McNutt Road,Sunland Park,NM,88063,"$5,456.24","$28,959.36","$34,415.60",December,2025,
NUVES LLC - RANCH ROAD RETAIL,101 Maguey Suite 4,Sunland Park,NM,88063,$120.00,"$27,657.64","$27,777.64",December,2025,
OBI WAN CANNABIS LLC,2167 McNutt Rd suite A,Sunland Park,NM,88063,"$1,215.23","$14,496.66","$15,711.89",December,2025,
OLD GODS CANNABIS INC/ RETAIL APPALOOSA UNIT7,1541 Appaloosa Unit 7,Sunland Park,NM,88063,"$3,462.00","$134,135.87","$137,597.87",December,2025,
PECOS VALLEY PRODUCTION INC - APPALOOSA DR RETAIL,1925 Appaloosa Dr,Sunland Park,NM,88063,"$5,961.60","$62,307.43","$68,269.03",December,2025,
PROHIBITION 37 - MCNUTT RD RETAIL,871 McNutt Rd,Sunland Park,NM,88063,"$10,823.08","$98,275.31","$109,098.39",December,2025,
PURLIFE - 900 COUNTRY CLUB RD RETAIL,900 Country Club Rd,Sunland Park,NM,88008,"$4,096.02","$37,023.54","$41,119.56",December,2025,
"R GREENLEAF ORGANICS INC/ RETAIL APPALOOSA UNIT 1,2","1541 Appaloosas Unit 1, 2, Crossing Offices",Sunland Park,NM,88063,"$6,721.52","$87,981.11","$94,702.63",December,2025,
RH AND MC LLC - MILLER ST RETAIL,103 Miller St,Anthony,NM,88021,"$3,340.35","$17,093.67","$20,434.02",December,2025,
"RMC NM, INC - ANTHONY RETAIL",138 Anthony Dr,Anthony,NM,88021,"$15,163.51","$94,006.70","$109,170.21",December,2025,
"ROUND HOUSE RESERVE, LLC - MCNUTT DR RETAIL",1165 McNutt Dr Unit C5,Sunland Park,NM,88063,"$1,131.54","$12,251.39","$13,382.93",December,2025,
R R HEMPIRE LLC - ANGELINA BLVD RETAIL,101 Angelina Blvd,Chaparral,NM,88081,$61.01,"$5,665.65","$5,726.66",December,2025,
SCORE 420 - MCNUTT RETAIL,2355 McNutt Road,Sunland Park,NM,88063,"$3,672.05","$55,191.10","$58,863.15",December,2025,
STATELINE CANNABIS NM LLC - ARCH ANGEL WAY RETAILER/CONSUMPTION,100 Arch Angel Way,Chaparral,NM,88081,"$2,785.33","$200,060.15","$202,845.48",December,2025,
STATELINE CANNABIS NM LLC-STEPHANIE RETAIL/CONS,101 Stephanie,Chaparral,NM,880081,$164.16,"$2,809.39","$2,973.55",December,2025,
ST CANAPA LLC - MCNUTT RD RETAIL,5305 McNutt Rd,Santa Teresa,NM,88008,$416.37,"$12,708.68","$13,125.05",December,2025,
SUNLAND MCNUTT GROUP LLC- MCNUTT RD RETAIL,1051 McNutt Rd,Sunland Park,NM,88063,"$43,879.66","$1,203,423.19","$1,247,302.85",December,2025,
SUNSHINE ESSENTIALS/ RETAIL MCNUTT,267 Anapra Rd,Sunland Park,NM,88063,$400.85,"$2,623.69","$3,024.54",December,2025,
TOKE IT UP DISPENSARY AND LOUNGE LLC- FUTURITY DRIVE RETAIL,1999 Futurity Drive,Sunland Park,NM,88063,"$1,825.15","$9,808.84","$11,633.99",December,2025,
TOP OF THE 8TH LLC - ANTHONY DRIVE RETAIL,401 Anthony Dr Ste B,Anthony,NM,88021,"$13,667.71","$51,183.33","$64,851.04",December,2025,
URBAN WELLNESS - APPALOOSA DR RETAILER,1500 Appaloosa Dr Bldg A Ste 140,Sunland Park,NM,88063,"$2,887.51","$61,084.80","$63,972.31",December,2025,
Licensee,Address,City,State,Zip,Medical Sales,Adult-Use Sales,Total Sales,,,
575 CANNABIS LLC- RETAIL 305 S COUNTY LINE,305 S County Line Dr,Chaparral,NM,88081,$477.62,"$5,604.16","$6,081.78",January,2026,
APOGEE THERAPEUTICS LLC - RETAIL,1769 Victory Ln,Sunland Park,NM,88063,"$2,542.07","$36,058.57","$38,600.64",January,2026,
AREA 54 DISPENSARY LLC- ANGELINA BLVD RETAIL,764 Angelina blvd,Chaparral,NM,88081,"$3,013.46","$19,641.94","$22,655.40",January,2026,
ASTRO BUDS LLC - MCCOMBS RD RETAIL,308 McCombs Rd Spc 2,Chaparral,NM,88081,"$7,902.85","$160,207.14","$168,109.99",January,2026,
BESOS LLC/ RETAIL FUTURITY DR,1805 Futurity Dr,Sunland Park,NM,88603,"$1,723.99","$36,439.46","$38,163.45",January,2026,
BLUE WHALE SUNLAND - APPALOOSA ST RETAIL,1500 Appaloosa St Suite B,Sunland Park,NM,88063,"$44,844.39","$650,009.43","$694,853.82",January,2026,
"CHADCOR HOLDINGS NM, LLC",1615 Appaloosa Dr,Sunland Park,NM,88063,"$35,545.26","$963,522.23","$999,067.49",January,2026,
CHADCOR HOLDINGS NM- RETAIL,1621 Appaloosa Dr,Sunland Park,NM,88063,"$13,655.85","$268,963.87","$282,619.72",January,2026,
DIABLO BUDS GROW 1 LLC - APPALOOSA STE 6,1925 Appaloosa Ste 6,Sunland Park,NM,88063,$24.00,"$8,479.27","$8,503.27",January,2026,
DISPENSARY NEAR ME SUNLAND PARK LLC- MCNUTT RETAIL/CONSUMPTION,1290 McNutt Rd,Sunland Park,NM,88063,"$3,321.75","$64,337.31","$67,659.06",January,2026,
EVEREST APOTHECARY,1580 Appaloosa Dr Ste 320,Sunland Park,NM,88063,"$5,195.36","$71,395.57","$76,590.93",January,2026,
FIELDS OF DREAMS - SUNLAND PARK RETAIL,159 Sunland Park Dr,Sunland Park,NM,88063,"$10,724.46","$1,193,081.15","$1,203,805.61",January,2026,
FRESHIES LLC/ RETAIL MCNUTT RD,5325 McNutt Rd,Santa Teresa,NM,88008,"$2,909.75","$37,979.44","$40,889.19",January,2026,
GANJIKA GARDENS LLC/ RETAIL RILEY WAY,1245 Riley Way,Chaparral,NM,88081,"$1,553.88","$18,099.72","$19,653.60",January,2026,
GARDEN OF DREAMS CANNABIS LLC,5300 Mcnutt Rd,Santa Teresa,NM,88008,"$3,470.02","$31,819.80","$35,289.82",January,2026,
"GREEN LABS CANNABIS COMPANY, LLC- DERBY RD RETAIL",245 Derby Rd,Sunland Park,NM,88063,$105.05,"$21,465.59","$21,570.64",January,2026,
"GREEN THERAPY DISPENSARY, LLC","460 County Line Drive, Space F",Chaparral,NM,88081,"$32,626.00","$489,640.00","$522,266.00",January,2026,
GROTH INDUSTRIES LLC - SCHNEBERGER DR RETIAL,140 Schneberger Dr,Chaparral,NM,88081,"$2,239.44","$30,734.62","$32,974.06",January,2026,
HI LIFE DISPENSARY LLC - MCNUTT RD - RETAIL,5620 McNutt Rd,Santa Teresa,NM,88008,"$9,252.75","$48,893.58","$58,146.33",January,2026,
HOUSE OF FLOWERS ON THE BORDER LLC - RETAIL,1042 State Line,Chapparal,NM,88081,"$6,433.95","$84,920.52","$91,354.47",January,2026,
J AND J LOAN COMPANY- MCNUTT RETAIL,1144 McNutt,Sunland Park,NM,88063,$339.50,"$49,485.68","$49,825.18",January,2026,
"KUSHOLOGY 101 LLC - OHARA RD, RETAIL",1600 E OHara Rd,Anthony,NM,88021,$202.36,"$9,417.33","$9,619.69",January,2026,
MEDD LLC - PALOMA BLANCA RETAIL,170 McCombs,Chaparral,NM,88081,"$2,388.00","$57,839.31","$60,227.31",January,2026,
"NEBRO, LLC",1999 Futurity Drive Unit A,Sunland Park,NM,88063,"$2,301.50","$78,176.77","$80,478.27",January,2026,
NEWBERRY FARMS LLC - MCNUTT RD. RETAIL,1845 McNutt Rd,Sunland Park,NM,88063,$435.78,"$4,945.39","$5,381.17",January,2026,
NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  SUNLAND PARK RETAIL,1155 McNutt Road,Sunland Park,NM,88063,"$5,096.72","$25,603.72","$30,700.44",January,2026,
NUVES LLC - RANCH ROAD RETAIL,101 Maguey Suite 4,Sunland Park,NM,88063,$85.81,"$26,227.25","$26,313.06",January,2026,
OBI WAN CANNABIS LLC,2167 McNutt Rd suite A,Sunland Park,NM,88063,"$1,449.47","$14,554.67","$16,004.14",January,2026,
OLD GODS CANNABIS INC/ RETAIL APPALOOSA UNIT7,1541 Appaloosa Unit 7,Sunland Park,NM,88063,"$4,108.00","$128,291.34","$132,399.34",January,2026,
PECOS VALLEY PRODUCTION INC - APPALOOSA DR RETAIL,1925 Appaloosa Dr,Sunland Park,NM,88063,"$1,676.48","$37,858.57","$39,535.05",January,2026,
PROHIBITION 37 - MCNUTT RD RETAIL,871 McNutt Rd,Sunland Park,NM,88063,"$10,977.14","$93,685.53","$104,662.67",January,2026,
PURLIFE - 900 COUNTRY CLUB RD RETAIL,900 Country Club Rd,Sunland Park,NM,88008,"$6,229.00","$62,695.63","$68,924.63",January,2026,
"R GREENLEAF ORGANICS INC/ RETAIL APPALOOSA UNIT 1,2","1541 Appaloosas Unit 1, 2, Crossing Offices",Sunland Park,NM,88063,"$5,120.62","$88,869.36","$93,989.98",January,2026,
RH AND MC LLC - MILLER ST RETAIL,103 Miller St,Anthony,NM,88021,"$3,855.16","$20,386.00","$24,241.16",January,2026,
"RMC NM, INC - ANTHONY RETAIL",816 Anthony Dr,Anthony,NM,88021,"$10,827.22","$79,636.91","$90,464.13",January,2026,
"ROUND HOUSE RESERVE, LLC - MCNUTT DR RETAIL",1165 McNutt Dr Unit C5,Sunland Park,NM,88063,"$1,155.09","$11,402.33","$12,557.42",January,2026,
R R HEMPIRE LLC - ANGELINA BLVD RETAIL,101 Angelina Blvd,Chaparral,NM,88081,$89.84,"$4,782.34","$4,872.18",January,2026,
SCORE 420 - MCNUTT RETAIL,2355 McNutt Road,Sunland Park,NM,88063,"$3,219.57","$46,362.35","$49,581.92",January,2026,
STATELINE CANNABIS NM LLC - ARCH ANGEL WAY RETAILER/CONSUMPTION,100 Arch Angel Way,Chaparral,NM,88081,"$4,656.35","$201,707.39","$206,363.74",January,2026,
STATELINE CANNABIS NM LLC- STEPHANIE RETAIL,101 Stephanie,Chaparral,NM,88081,$971.69,"$9,364.12","$10,335.81",January,2026,
STATELINE CANNABIS NM LLC-STEPHANIE RETAIL/CONS,101 Stephanie,Chaparral,NM,880081,$20.96,"$2,545.18","$2,566.14",January,2026,
ST CANAPA LLC - MCNUTT RD RETAIL,5305 McNutt Rd,Santa Teresa,NM,88008,$733.14,"$13,251.69","$13,984.83",January,2026,
SUNLAND MCNUTT GROUP LLC- MCNUTT RD RETAIL,1051 McNutt Rd,Sunland Park,NM,88063,"$37,429.79","$1,072,896.34","$1,110,326.13",January,2026,
SUNSHINE ESSENTIALS/ RETAIL MCNUTT,267 Anapra Rd,Sunland Park,NM,88063,$397.53,"$3,279.85","$3,677.39",January,2026,
TOKE IT UP DISPENSARY AND LOUNGE LLC- FUTURITY DRIVE RETAIL,1999 Futurity Drive,Sunland Park,NM,88063,"$1,714.34","$13,716.44","$15,430.78",January,2026,
TOP OF THE 8TH LLC - ANTHONY DRIVE RETAIL,401 Anthony Dr Ste B,Anthony,NM,88021,"$11,735.78","$52,938.48","$64,674.26",January,2026,
URBAN WELLNESS - APPALOOSA DR RETAILER,1500 Appaloosa Dr Bldg A Ste 140,Sunland Park,NM,88063,"$5,652.44","$104,914.73","$110,567.17",January,2026,
,,,,,"$310,431.18","$6,556,128.07","$6,866,559.26",January,2026,
Licensee,Address,City,State,Zip,Medical Sales,Adult-Use Sales,Total Sales,,2026,
575 CANNABIS LLC- RETAIL 305 S COUNTY LINE,305 S County Line Dr,Chaparral,NM,88081,$616.04,"$4,466.14","$5,082.18",February,2026,
APOGEE THERAPEUTICS LLC - RETAIL,1769 Victory Ln,Sunland Park,NM,88063,"$1,404.39","$29,478.89","$30,883.28",February,2026,
AREA 54 DISPENSARY LLC- ANGELINA BLVD RETAIL,764 Angelina blvd,Chaparral,NM,88081,"$4,201.73","$20,140.11","$24,341.84",February,2026,
ASTRO BUDS LLC - APPALOOSA DRIVE CONSUMPTION / RETAIL,1650 Appaloosa Drive,Sunland Park,NM,88063,"$8,479.58","$152,212.48","$160,692.06",February,2026,
ASTRO BUDS LLC - MCCOMBS RD RETAIL,308 McCombs Rd Spc 2,Chaparral,NM,88081,"$6,542.20","$133,738.46","$140,280.66",February,2026,
BESOS LLC/ RETAIL FUTURITY DR,1805 Futurity Dr,Sunland Park,NM,88603,$709.20,"$36,923.77","$37,632.97",February,2026,
BLUE WHALE SUNLAND - APPALOOSA ST RETAIL,1500 Appaloosa St Suite B,Sunland Park,NM,88063,"$44,308.85","$647,802.10","$692,110.95",February,2026,
"CHADCOR HOLDINGS NM, LLC",1615 Appaloosa Dr,Sunland Park,NM,88063,"$30,866.95","$883,715.39","$914,582.34",February,2026,
CHADCOR HOLDINGS NM- RETAIL,1621 Appaloosa Dr,Sunland Park,NM,88063,"$10,980.51","$250,379.12","$261,359.63",February,2026,
DIABLO BUDS GROW 1 LLC - APPALOOSA STE 6,1925 Appaloosa Ste 6,Sunland Park,NM,88063,$36.01,"$3,823.03","$3,859.04",February,2026,
DISPENSARY NEAR ME SUNLAND PARK LLC- MCNUTT RETAIL/CONSUMPTION,1290 McNutt Rd,Sunland Park,NM,88063,"$3,852.91","$60,381.19","$64,234.10",February,2026,
EVEREST APOTHECARY,1580 Appaloosa Dr Ste 320,Sunland Park,NM,88063,"$4,240.92","$63,667.05","$67,907.97",February,2026,
FIELDS OF DREAMS - SUNLAND PARK RETAIL,159 Sunland Park Dr,Sunland Park,NM,88063,"$12,587.10","$1,062,564.91","$1,075,152.01",February,2026,
FRESHIES LLC/ RETAIL MCNUTT RD,5325 McNutt Rd,Santa Teresa,NM,88008,"$3,954.05","$34,192.70","$38,146.75",February,2026,
GANJIKA GARDENS LLC/ RETAIL RILEY WAY,1245 Riley Way,Chaparral,NM,88081,$958.52,"$17,248.56","$18,207.08",February,2026,
GARDEN OF DREAMS CANNABIS LLC,5300 Mcnutt Rd,Santa Teresa,NM,88008,"$2,127.32","$27,512.76","$29,640.08",February,2026,
"GREEN LABS CANNABIS COMPANY, LLC- DERBY RD RETAIL",245 Derby Rd,Sunland Park,NM,88063,$51.70,"$6,502.49","$6,554.19",February,2026,
"GREEN THERAPY DISPENSARY, LLC","460 County Line Drive, Space F",Chaparral,NM,88081,"$26,888.00","$435,154.00","$462,042.00",February,2026,
GROTH INDUSTRIES LLC - SCHNEBERGER DR RETIAL,140 Schneberger Dr,Chaparral,NM,88081,"$2,239.25","$31,914.51","$34,153.76",February,2026,
HI LIFE DISPENSARY LLC - MCNUTT RD - RETAIL,5620 McNutt Rd,Santa Teresa,NM,88008,"$7,965.24","$51,718.23","$59,683.47",February,2026,
HOUSE OF FLOWERS ON THE BORDER LLC - RETAIL,1042 State Line,Chapparal,NM,88081,"$4,920.95","$85,517.90","$90,438.85",February,2026,
J AND J LOAN COMPANY- MCNUTT RETAIL,1144 McNutt,Sunland Park,NM,88063,$544.43,"$44,989.64","$45,534.07",February,2026,
"KUSHOLOGY 101 LLC - OHARA RD, RETAIL",1600 E OHara Rd,Anthony,NM,88021,$426.41,"$10,983.69","$11,410.10",February,2026,
MCMC - MILLER - RETAILER,103 Miller Street,Anthony,NM,88021,$938.13,"$4,651.27","$5,589.40",February,2026,
MEDD LLC - PALOMA BLANCA RETAIL,170 McCombs,Chaparral,NM,88081,"$1,189.34","$45,110.59","$46,299.93",February,2026,
"NEBRO, LLC",1999 Futurity Drive Unit A,Sunland Park,NM,88063,"$1,681.00","$63,233.21","$64,914.21",February,2026,
NEWBERRY FARMS LLC - MCNUTT RD. RETAIL,1845 McNutt Rd,Sunland Park,NM,88063,$761.83,"$5,500.56","$6,262.39",February,2026,
NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  SUNLAND PARK RETAIL,1155 McNutt Road,Sunland Park,NM,88063,"$3,904.78","$24,873.28","$28,778.06",February,2026,
NUVES LLC - RANCH ROAD RETAIL,101 Maguey Suite 4,Sunland Park,NM,88063,$85.26,"$23,128.56","$23,213.82",February,2026,
OBI WAN CANNABIS LLC,2167 McNutt Rd suite A,Sunland Park,NM,88063,"$1,182.34","$13,980.12","$15,162.46",February,2026,
OLD GODS CANNABIS INC/ RETAIL APPALOOSA UNIT7,1541 Appaloosa Unit 7,Sunland Park,NM,88063,"$3,358.00","$119,253.45","$122,611.45",February,2026,
PECOS VALLEY PRODUCTION INC - APPALOOSA DR RETAIL,1925 Appaloosa Dr,Sunland Park,NM,88063,"$2,107.79","$33,600.99","$35,708.78",February,2026,
PROHIBITION 37 - MCNUTT RD RETAIL,871 McNutt Rd,Sunland Park,NM,88063,"$12,062.35","$93,086.67","$105,149.02",February,2026,
PURLIFE - 900 COUNTRY CLUB RD RETAIL,900 Country Club Rd,Sunland Park,NM,88008,"$7,432.00","$68,580.00","$76,012.00",February,2026,
"R GREENLEAF ORGANICS INC/ RETAIL APPALOOSA UNIT 1,2","1541 Appaloosas Unit 1, 2, Crossing Offices",Sunland Park,NM,88063,"$5,650.53","$84,659.24","$90,309.77",February,2026,
RH AND MC LLC - MILLER ST RETAIL,103 Miller St,Anthony,NM,88021,"$2,303.90","$14,020.98","$16,324.88",February,2026,
"RMC NM, INC - ANTHONY RETAIL",816 Anthony Dr,Anthony,NM,88021,"$13,186.64","$56,095.38","$69,282.02",February,2026,
"ROUND HOUSE RESERVE, LLC - MCNUTT DR RETAIL",1165 McNutt Dr Unit C5,Sunland Park,NM,88063,$936.03,"$13,644.14","$14,580.17",February,2026,
R R HEMPIRE LLC - ANGELINA BLVD RETAIL,101 Angelina Blvd,Chaparral,NM,88081,$8.36,"$2,921.76","$2,930.12",February,2026,
SCORE 420 - MCNUTT RETAIL,2355 McNutt Road,Sunland Park,NM,88063,"$3,335.24","$43,737.37","$47,072.61",February,2026,
STATELINE CANNABIS NM LLC - ARCH ANGEL WAY RETAILER/CONSUMPTION,100 Arch Angel Way,Chaparral,NM,88081,"$3,346.58","$190,953.51","$194,300.09",February,2026,
STATELINE CANNABIS NM LLC- STEPHANIE RETAIL,101 Stephanie,Chaparral,NM,88081,$644.18,"$14,025.70","$14,669.88",February,2026,
ST CANAPA LLC - MCNUTT RD RETAIL,5305 McNutt Rd,Santa Teresa,NM,88008,$132.83,"$11,874.09","$12,006.92",February,2026,
SUNLAND MCNUTT GROUP LLC- MCNUTT RD RETAIL,1051 McNutt Rd,Sunland Park,NM,88063,"$42,672.73","$1,065,005.25","$1,107,677.98",February,2026,
SUNSHINE ESSENTIALS/ RETAIL MCNUTT,267 Anapra Rd,Sunland Park,NM,88063,$658.08,"$3,790.93","$4,449.01",February,2026,
TOKE IT UP DISPENSARY AND LOUNGE LLC- FUTURITY DRIVE RETAIL,1999 Futurity Drive,Sunland Park,NM,88063,"$1,001.78","$15,771.81","$16,773.59",February,2026,
TOP OF THE 8TH LLC - ANTHONY DRIVE RETAIL,401 Anthony Dr Ste B,Anthony,NM,88021,"$12,727.66","$63,716.14","$76,443.80",February,2026,
URBAN WELLNESS - APPALOOSA DR RETAILER,1500 Appaloosa Dr Bldg A Ste 140,Sunland Park,NM,88063,"$5,350.43","$87,190.63","$92,541.06",February,2026,
,,,,,"$305,560.05","$6,257,432.75","$6,562,992.80",February,2026,
Licensee,Address,City,State,Zip,Medical Sales,Adult-Use Sales,Total Sales,,Year,DBA
575 CANNABIS LLC- RETAIL 305 S COUNTY LINE,305 S County Line Dr,Chaparral,NM,88081,$944.04,"$2,545.08","$3,489.12",March ,2026,Uforia 
APOGEE THERAPEUTICS LLC - RETAIL,1769 Victory Ln,Sunland Park,NM,88063,"$1,304.32","$31,972.60","$33,276.92",March ,2026,Apogee Dispensary
AREA 54 DISPENSARY LLC- ANGELINA BLVD RETAIL,764 Angelina blvd,Chaparral,NM,88081,"$4,486.18","$22,911.93","$27,398.11",March ,2026,Area 54
ASTRO BUDS LLC - APPALOOSA DRIVE CONSUMPTION / RETAIL,1650 Appaloosa Drive,Sunland Park,NM,88063,"$12,129.70","$265,598.08","$277,727.78",March ,2026,Astro Buds Consumption Lounge & Grill
ASTRO BUDS LLC - MCCOMBS RD RETAIL,308 McCombs Rd Spc 2,Chaparral,NM,88081,"$8,233.24","$124,035.96","$132,269.20",March ,2026,Astro Buds Dispensary
BESOS LLC/ RETAIL FUTURITY DR,1805 Futurity Dr,Sunland Park,NM,88603,"$1,605.50","$39,470.47","$41,075.97",March ,2026,Besos
BLUE WHALE SUNLAND - APPALOOSA ST RETAIL,1500 Appaloosa St Suite B,Sunland Park,NM,88063,"$51,666.88","$679,920.68","$731,587.56",March ,2026,Cookies
"CHADCOR HOLDINGS NM, LLC",1615 Appaloosa Dr,Sunland Park,NM,88063,"$32,635.59","$910,454.09","$943,089.68",March ,2026,Dark Matter
CHADCOR HOLDINGS NM- RETAIL,1621 Appaloosa Dr,Sunland Park,NM,88063,"$12,477.57","$280,033.28","$292,510.85",March ,2026,Top Crop
DIABLO BUDS GROW 1 LLC - APPALOOSA STE 6,1925 Appaloosa Ste 6,Sunland Park,NM,88063,$6.00,"$8,842.69","$8,848.69",March ,2026,Black Sheep
DISPENSARY NEAR ME SUNLAND PARK LLC- MCNUTT RETAIL/CONSUMPTION,1290 McNutt Rd,Sunland Park,NM,88063,"$3,052.33","$64,607.86","$67,660.19",March ,2026,Dispensary Near Me
EVEREST APOTHECARY,1580 Appaloosa Dr Ste 320,Sunland Park,NM,88063,"$4,170.63","$56,226.02","$60,396.65",March ,2026,Everest
FIELDS OF DREAMS - SUNLAND PARK RETAIL,159 Sunland Park Dr,Sunland Park,NM,88063,"$12,784.54","$1,137,337.65","$1,150,122.19",March ,2026,Field of Dreams
FRESHIES LLC/ RETAIL MCNUTT RD,5325 McNutt Rd,Santa Teresa,NM,88008,"$2,622.30","$43,550.04","$46,172.34",March ,2026,Public Affair
GANJIKA GARDENS LLC/ RETAIL RILEY WAY,1245 Riley Way,Chaparral,NM,88081,"$1,516.16","$17,207.22","$18,723.38",March ,2026,Ganjika Gardens
GARDEN OF DREAMS CANNABIS LLC,5300 Mcnutt Rd,Santa Teresa,NM,88008,"$3,165.90","$31,054.37","$34,220.27",March ,2026,Garden of Dreams
"GREEN THERAPY DISPENSARY, LLC","460 County Line Drive, Space F",Chaparral,NM,88081,"$26,378.00","$483,364.00","$509,742.00",March ,2026,Green Therapy
GROTH INDUSTRIES LLC - SCHNEBERGER DR RETIAL,140 Schneberger Dr,Chaparral,NM,88081,"$2,580.72","$27,865.75","$30,446.47",March ,2026,Groth 
HI LIFE DISPENSARY LLC - MCNUTT RD - RETAIL,5620 McNutt Rd,Santa Teresa,NM,88008,"$12,009.93","$61,553.20","$73,563.13",March ,2026,Hi Life
HOUSE OF FLOWERS ON THE BORDER LLC - RETAIL,1042 State Line,Chapparal,NM,88081,"$6,995.68","$92,292.53","$99,288.21",March ,2026,House of Flowers
J AND J LOAN COMPANY- MCNUTT RETAIL,1144 McNutt,Sunland Park,NM,88063,$323.00,"$47,474.49","$47,797.49",March ,2026,Empire Garden
"KUSHOLOGY 101 LLC - OHARA RD, RETAIL",1600 E OHara Rd,Anthony,NM,88021,$272.17,"$11,717.56","$11,989.73",March ,2026,Kushology
MCMC - MILLER - RETAILER,103 Miller Street,Anthony,NM,88021,"$3,191.73","$23,476.61","$26,668.34",March ,2026,Milla Cero
MEDD LLC - PALOMA BLANCA RETAIL,170 McCombs,Chaparral,NM,88081,$358.60,"$25,986.40","$26,345.00",March ,2026,Pure Medd
"NEBRO, LLC",1999 Futurity Drive Unit A,Sunland Park,NM,88063,"$1,548.00","$74,321.33","$75,869.33",March ,2026,Elevation 3789
NEWBERRY FARMS LLC - MCNUTT RD. RETAIL,1845 McNutt Rd,Sunland Park,NM,88063,"$1,732.00","$9,114.56","$10,846.56",March ,2026,Sun City Grow Stand
